,method,outcome,weight,year,name
5764,Pts: 7x2,W,85KG,2014,Felipe Pena “Preguiça”
5765,"Pts: 2x2, Adv",W,85KG,2014,Felipe Pena “Preguiça”
5766,Botinha,W,85KG,2014,Felipe Pena “Preguiça”
5767,RNC,W,88KG,2015,Felipe Pena “Preguiça”
5768,RNC,W,88KG,2015,Felipe Pena “Preguiça”
5769,RNC,W,88KG,2015,Felipe Pena “Preguiça”
5770,RNC,W,88KG,2015,Felipe Pena “Preguiça”
5771,Pts: 2x0,W,88KG,2015,Felipe Pena “Preguiça”
5772,RNC,W,88KG,2015,Felipe Pena “Preguiça”
5773,Pts: 7x2,W,95KG,2015,Felipe Pena “Preguiça”
5774,Triangle,W,95KG,2015,Felipe Pena “Preguiça”
5775,Pts: 4x2,W,95KG,2015,Felipe Pena “Preguiça”
5776,Pts: 8x2,W,95KG,2015,Felipe Pena “Preguiça”
5777,Toe hold,W,ABS,2015,Felipe Pena “Preguiça”
5778,"Pts: 0x0, Adv",W,ABS,2015,Felipe Pena “Preguiça”
5779,Choke from back,W,95KG,2015,Felipe Pena “Preguiça”
5780,Choke from back,W,95KG,2015,Felipe Pena “Preguiça”
5781,Pts: 7x3,W,95KG,2015,Felipe Pena “Preguiça”
5782,Pts: 2x0,W,95KG,2015,Felipe Pena “Preguiça”
5783,Choke from back,W,95KG,2015,Felipe Pena “Preguiça”
5784,Pts: 3x0,W,99KG,2015,Felipe Pena “Preguiça”
5785,Reverse triangle,W,99KG,2015,Felipe Pena “Preguiça”
5786,Pts: 9x0,W,99KG,2015,Felipe Pena “Preguiça”
5787,Kneebar,W,91KG,2015,Felipe Pena “Preguiça”
5788,Ezekiel,W,91KG,2015,Felipe Pena “Preguiça”
5789,Pts: 2x0,W,91KG,2015,Felipe Pena “Preguiça”
5790,Mounted guillotine,W,ABS,2015,Felipe Pena “Preguiça”
5791,Armbar,W,ABS,2015,Felipe Pena “Preguiça”
5792,Toe Hold,W,ABS,2015,Felipe Pena “Preguiça”
5793,RNC,W,ABS,2015,Felipe Pena “Preguiça”
5794,Pts: 10x2,W,ABS,2015,Felipe Pena “Preguiça”
5795,Pts: 4x2,W,ABS,2015,Felipe Pena “Preguiça”
5796,Choke from back,W,ABS,2016,Felipe Pena “Preguiça”
5797,Choke,W,ABS,2016,Felipe Pena “Preguiça”
5798,Choke from back,W,ABS,2016,Felipe Pena “Preguiça”
5799,Choke from back,W,ABS,2016,Felipe Pena “Preguiça”
5800,Pts: 2x0,W,ABS,2016,Felipe Pena “Preguiça”
5801,Armbar,W,ABS,2016,Felipe Pena “Preguiça”
5802,Pts: 4x2,W,ABS,2016,Felipe Pena “Preguiça”
5803,Pts: 4x0,W,ABS,2016,Felipe Pena “Preguiça”
5804,Pts: 4x2,W,ABS,2016,Felipe Pena “Preguiça”
5805,Injury,W,ABS,2016,Felipe Pena “Preguiça”
5806,Pts: 2x0,W,ABS,2016,Felipe Pena “Preguiça”
5807,N/A,W,ABS,2016,Felipe Pena “Preguiça”
5808,Pts: 2x0,W,94KG,2016,Felipe Pena “Preguiça”
5809,Pts: 4x0,W,94KG,2016,Felipe Pena “Preguiça”
5810,N/A,W,94KG,2016,Felipe Pena “Preguiça”
5811,Pts: 2x0,W,ABS,2016,Felipe Pena “Preguiça”
5812,Pts: 2x0,W,ABS,2016,Felipe Pena “Preguiça”
5813,Choke from back,W,ABS,2016,Felipe Pena “Preguiça”
5814,Choke from back,W,94KG,2016,Felipe Pena “Preguiça”
5815,Choke from back,W,94KG,2016,Felipe Pena “Preguiça”
5816,Pts: 4x2,W,94KG,2016,Felipe Pena “Preguiça”
5817,Choke from back,W,94KG,2016,Felipe Pena “Preguiça”
5818,Choke from back,W,94KG,2016,Felipe Pena “Preguiça”
5819,Bow and arrow,W,94KG,2016,Felipe Pena “Preguiça”
5820,Pts: 2x0,W,94KG,2016,Felipe Pena “Preguiça”
5821,Bow and arrow,W,94KG,2016,Felipe Pena “Preguiça”
5822,RNC,W,ABS,2016,Felipe Pena “Preguiça”
5823,Choke from back,W,94KG,2017,Felipe Pena “Preguiça”
5824,Darce choke,W,94KG,2017,Felipe Pena “Preguiça”
5825,Pts: 2x0,W,94KG,2017,Felipe Pena “Preguiça”
5826,Pts: 8x2,W,94KG,2017,Felipe Pena “Preguiça”
5827,"Pts: 0x0, Adv",W,94KG,2017,Felipe Pena “Preguiça”
5828,Choke from back,W,94KG,2017,Felipe Pena “Preguiça”
5829,Choke,W,O82KG,2017,Felipe Pena “Preguiça”
5830,Pts: 7x2,W,O82KG,2017,Felipe Pena “Preguiça”
5831,Choke from back,W,O82KG,2017,Felipe Pena “Preguiça”
5832,Darce choke,W,ABS,2017,Felipe Pena “Preguiça”
5833,Guillotine,W,95KG,2017,Felipe Pena “Preguiça”
5834,Points,W,95KG,2017,Felipe Pena “Preguiça”
5835,Choke from back,W,95KG,2017,Felipe Pena “Preguiça”
5836,Pts: 12x0,W,88KG,2017,Felipe Pena “Preguiça”
5837,Bow and arrow,W,88KG,2017,Felipe Pena “Preguiça”
5838,"Pts: 4x4, Adv",W,88KG,2017,Felipe Pena “Preguiça”
5839,Armbar,W,99KG,2017,Felipe Pena “Preguiça”
5840,Pts: 5x0,W,99KG,2017,Felipe Pena “Preguiça”
5841,Referee Decision,W,99KG,2017,Felipe Pena “Preguiça”
5842,Pts: 6x0,W,ABS,2017,Felipe Pena “Preguiça”
5843,Pts: 12x0,W,ABS,2017,Felipe Pena “Preguiça”
5844,RNC,W,ABS,2017,Felipe Pena “Preguiça”
5845,Pts: 6x0,W,ABS,2017,Felipe Pena “Preguiça”
5846,Calf slicer,W,95KG,2017,Felipe Pena “Preguiça”
5847,Arm in guillotine,W,95KG,2017,Felipe Pena “Preguiça”
5848,Arm in guillotine,W,95KG,2017,Felipe Pena “Preguiça”
5849,Bow and arrow,W,95KG,2018,Felipe Pena “Preguiça”
5850,Armbar,W,100KG,2018,Felipe Pena “Preguiça”
5851,Points,W,100KG,2018,Felipe Pena “Preguiça”
5852,Pts: 18x2,W,100KG,2018,Felipe Pena “Preguiça”
5853,Pts: 6x0,W,94KG,2018,Felipe Pena “Preguiça”
5854,Choke from back,W,94KG,2018,Felipe Pena “Preguiça”
5855,Reverse triangle,W,94KG,2018,Felipe Pena “Preguiça”
5856,Cross choke,W,94KG,2018,Felipe Pena “Preguiça”
5857,Pts: 6x0,W,94KG,2018,Felipe Pena “Preguiça”
5858,Pts: 4x0,W,94KG,2018,Felipe Pena “Preguiça”
5859,Pts: 6x0,W,94KG,2018,Felipe Pena “Preguiça”
5860,Pts: 2x0,W,94KG,2018,Felipe Pena “Preguiça”
5861,Pts: 14x6,W,94KG,2018,Felipe Pena “Preguiça”
5862,"Pts: 8x8, Adv",W,94KG,2018,Felipe Pena “Preguiça”
5863,Choke from back,W,ABS,2018,Felipe Pena “Preguiça”
5864,Mounted X choke,W,ABS,2018,Felipe Pena “Preguiça”
5865,DQ,W,100KG,2019,Felipe Pena “Preguiça”
5866,Pts: 2x1,W,93KG,2019,Felipe Pena “Preguiça”
5867,Pts: 3x0,W,93KG,2019,Felipe Pena “Preguiça”
5868,Choke from back,W,88KG,2019,Felipe Pena “Preguiça”
5869,Pts: 8x2,W,88KG,2019,Felipe Pena “Preguiça”
5870,Pts: 2x0,W,88KG,2019,Felipe Pena “Preguiça”
5871,Referee Decision,W,88KG,2019,Felipe Pena “Preguiça”
5872,Choke from back,W,ABS,2019,Felipe Pena “Preguiça”
5873,Choke from back,W,ABS,2019,Felipe Pena “Preguiça”
5874,Armbar,L,70KG,2018,Felipe Linhares
5875,Pts: 14x2,L,76KG,2019,Felipe Linhares
5876,Armbar,L,76KG,2019,Felipe Linhares
5877,Referee Decision,L,ABS,2019,Felipe Linhares
5878,Points,L,76KG,2019,Felipe Linhares
5879,Pts: 4x2,L,ABS,2019,Felipe Linhares
5880,Armbar,L,76KG,2019,Felipe Linhares
5881,Points,L,ABS,2019,Felipe Linhares
5882,"Pts: 2x2, Adv",L,70KG,2019,Felipe Linhares
5883,Points,L,76KG,2019,Felipe Linhares
5884,"Pts: 0x0, Adv",L,73KG,2019,Felipe Linhares
5885,Points,L,73KG,2019,Felipe Linhares
5886,Points,L,76KG,2020,Felipe Linhares
5887,Points,L,76KG,2020,Felipe Linhares
5888,Choke from back,W,70KG,2018,Felipe Linhares
5889,"Pts: 0x0, Adv",W,70KG,2018,Felipe Linhares
5890,Points,W,70KG,2018,Felipe Linhares
5891,Points,W,70KG,2018,Felipe Linhares
5892,Choke from back,W,70KG,2018,Felipe Linhares
5893,Choke from back,W,76KG,2019,Felipe Linhares
5894,Referee Decision,W,70KG,2019,Felipe Linhares
5895,Points,W,76KG,2019,Felipe Linhares
5896,Points,W,76KG,2019,Felipe Linhares
5897,Points,W,ABS,2019,Felipe Linhares
5898,"Pts: 0x0, Adv",W,70KG,2019,Felipe Linhares
5899,"Pts: 0x0, Adv",W,73KG,2019,Felipe Linhares
5900,"Pts: 2x2, Adv",W,73KG,2019,Felipe Linhares
5901,Points,W,76KG,2019,Felipe Linhares
5902,Points,W,76KG,2020,Felipe Linhares
5903,Toe hold,L,ABS,2018,Fellipe Andrew
5904,Pts: 3x0,L,94KG,2018,Fellipe Andrew
5905,Armbar,L,ABS,2018,Fellipe Andrew
5906,Pts: 14x6,L,94KG,2018,Fellipe Andrew
5907,Armbar,L,ABS,2018,Fellipe Andrew
5908,Pts: 6x2,L,ABS,2018,Fellipe Andrew
5909,Arm in guillotine,L,ABS,2019,Fellipe Andrew
5910,Arm in Ezekiel,L,ABS,2019,Fellipe Andrew
5911,Choke from back,L,100KG,2019,Fellipe Andrew
5912,RNC,L,ABS,2019,Fellipe Andrew
5913,Choke from back,L,ABS,2019,Fellipe Andrew
5914,Guillotine,L,99KG,2019,Fellipe Andrew
5915,Kneebar,L,100KG,2020,Fellipe Andrew
5916,Choke from back,L,ABS,2020,Fellipe Andrew
5917,Botinha,W,95KG,2018,Fellipe Andrew
5918,Triangle,W,95KG,2018,Fellipe Andrew
5919,Pts: 2x0,W,95KG,2018,Fellipe Andrew
5920,Botinha,W,95KG,2018,Fellipe Andrew
5921,Points,W,95KG,2018,Fellipe Andrew
5922,Triangle,W,94KG,2018,Fellipe Andrew
5923,Triangle,W,94KG,2018,Fellipe Andrew
5924,Botinha,W,ABS,2018,Fellipe Andrew
5925,Triangle,W,ABS,2018,Fellipe Andrew
5926,Botinha,W,ABS,2018,Fellipe Andrew
5927,Pts: 6x3,W,ABS,2018,Fellipe Andrew
5928,Triangle,W,94KG,2018,Fellipe Andrew
5929,Calf Slicer,W,94KG,2018,Fellipe Andrew
5930,Submission,W,94KG,2018,Fellipe Andrew
5931,N/A,W,94KG,2018,Fellipe Andrew
5932,Toe hold,W,94KG,2018,Fellipe Andrew
5933,Points,W,ABS,2018,Fellipe Andrew
5934,Botinha,W,94KG,2018,Fellipe Andrew
5935,Katagatame,W,94KG,2018,Fellipe Andrew
5936,Kneebar,W,94KG,2018,Fellipe Andrew
5937,Botinha,W,94KG,2018,Fellipe Andrew
5938,Triangle,W,ABS,2018,Fellipe Andrew
5939,Botinha,W,ABS,2018,Fellipe Andrew
5940,Pts: 4x0,W,94KG,2018,Fellipe Andrew
5941,Botinha,W,ABS,2018,Fellipe Andrew
5942,"Pts: 6x6, Adv",W,ABS,2018,Fellipe Andrew
5943,Reverse Triangle,W,O94KG,2018,Fellipe Andrew
5944,Mounted triangle,W,O94KG,2018,Fellipe Andrew
5945,Pts: 9x0,W,O94KG,2018,Fellipe Andrew
5946,Botinha,W,O94KG,2018,Fellipe Andrew
5947,Pts: 2x0,W,O94KG,2018,Fellipe Andrew
5948,Katagatame,W,94KG,2018,Fellipe Andrew
5949,Submission,W,94KG,2018,Fellipe Andrew
5950,Triangle,W,95KG,2018,Fellipe Andrew
5951,Pts: 2x0,W,95KG,2018,Fellipe Andrew
5952,Pts: 2x0,W,ABS,2018,Fellipe Andrew
5953,Choke from back,W,ABS,2018,Fellipe Andrew
5954,Submission,W,94KG,2018,Fellipe Andrew
5955,Botinha,W,94KG,2018,Fellipe Andrew
5956,Triangle,W,ABS,2018,Fellipe Andrew
5957,Reverse triangle,W,97KG,2018,Fellipe Andrew
5958,Flying triangle,W,ABS,2018,Fellipe Andrew
5959,Triangle armbar,W,100KG,2019,Fellipe Andrew
5960,Katagatame,W,100KG,2019,Fellipe Andrew
5961,Triangle,W,100KG,2019,Fellipe Andrew
5962,N/A,W,100KG,2019,Fellipe Andrew
5963,"Pts: 0x0, Adv",W,100KG,2019,Fellipe Andrew
5964,N/A,W,ABS,2019,Fellipe Andrew
5965,Botinha,W,100KG,2019,Fellipe Andrew
5966,Pts: 2x0,W,100KG,2019,Fellipe Andrew
5967,Pts: 18x2,W,100KG,2019,Fellipe Andrew
5968,Katagatame,W,ABS,2019,Fellipe Andrew
5969,Katagatame,W,100KG,2019,Fellipe Andrew
